,bins10lfm,bins20lfm,binsname,bins5lfm,dry.wt,dw.flam.sample,fd,fh,fresh.wt,gd,gdw.gfw,gdw.gww,gdw.gww.saturated,glow,gr,gti,gww.gdw,gww.gdw.saturated,hydration,ignition,ignition.temp,individual,lfm.NAs.imputed,lfm.notes,lfm.outliers.out,max.mpa.sample,model,model.spp.gr,model.spp.gr.sample,month,mpa,pfg,precip.2mo,precip.2month,prop.ignite,prop.new,ros,round,RWC,RWD,sample,sample.wt,season,site,spp,start.temp,temp.change,temp.max,ttfg,tti,water.wt,ww.flam.sample,year,year.month,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti
290,"(100,110]","(100,120]",100,"(105,110]",0.299,0.222723018,13,8,0.6217,172,0.48093936,0.926557174,0.926557174,1,"(100,110]",42,1.079264214,1.079264214,hydrated,1,219.8,2020_September_ADFA_2.4,107.9264214,0,107.9264214,-0.116,EPI,"2020_September_EPI_ADFA_(100,110]","2020_September_EPI_ADFA_(100,110]_2.4",September,0.116,117,0.01,2020_September,67,40,0.769230769,1,100,0,2.4,0.4631,Dry,Painted Caves,ADFA,235.6,55.1,290.7,9,51,0.3227,0.240376982,2020,2020_September,9.219196443,0.505959643,35.91905358,772.2596519,58.36846207,525.3161586,40.40893528,228.9839666,188.5750313
291,"(110,120]","(100,120]",100,"(110,115]",0.2267,0.242936558,2,3,0.4817,122,0.47062487,0.889019608,0.701834862,1,"(110,120]",43,1.124834583,1.124834583,hydrated,1,282.3,2020_September_CEME_2.4,112.4834583,0,112.4834583,-0.159,EPI,"2020_September_EPI_CEME_(110,120]","2020_September_EPI_CEME_(110,120]_2.4",September,0.159,77,0.01,2020_September,50,100,5,1,100,0,2.4,0.5162,Dry,Painted Caves,CEME,276.5,6.1,282.6,27,70,0.255,0.273263442,2020,2020_September,7.105244302,0.522964977,12.34890304,502.1887236,8.232602027,316.955178,111.1401274,288.1410709,177.0009436
293,"(100,110]","(100,120]",100,"(105,110]",0.2239,0.248600195,2,8,0.4623,134,0.484317543,0.939177852,0.795552605,1,"(100,110]",29,1.064761054,1.256987902,hydrated,1,268,2020_September_CEME_2.5,106.4761054,0,106.4761054,-0.328,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_2.5",September,0.328,103,0.01,2020_September,33,100,5,1,84.70734303,15.29265697,2.5,0.5133,Dry,Painted Caves,CEME,270.4,20,290.4,19,48,0.2384,0.264699805,2020,2020_September,9.464455877,0.522964977,32.18018397,539.0180815,8.045045993,414.3198686,76.42793693,193.0811038,116.6531669
301,"(110,120]","(100,120]",100,"(110,115]",0.2424,0.231217368,1,7,0.5159,141,0.4698585,0.886288848,0.797171438,1,"(110,120]",27,1.12830033,1.254435309,hydrated,1,247.3,2020_September_CEME_1.3,112.830033,0,112.830033,-0.597,EPI,"2020_September_EPI_CEME_(110,120]","2020_September_EPI_CEME_(110,120]_1.3",September,2.113,113,0.01,2020_September,50,100,10,2,89.94487973,10.05512027,1.3,0.4921,Dry,St. Marys,CEME,273.6,16.4,290,20,47,0.2735,0.260882632,2020,2020_September,9.337425765,0.522964977,30.27454239,609.8157824,4.324934627,488.7176129,86.49869254,203.2719275,116.7732349
309,"(100,110]","(100,120]",100,"(100,105]",0.239,0.229520967,14,7,0.4841,165,0.493699649,0.975112199,0.922613065,1,"(100,110]",16,1.025523013,1.083877996,hydrated,1,259.9,2020_September_CEME_2.1,102.5523013,0,102.5523013,-0.641,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_2.1",September,1.082,135,0.01,2020_September,33,100,0.714285714,2,94.61609303,5.383906972,2.1,0.4649,Dry,Painted Caves,CEME,277.1,54.3,331.4,33,49,0.2451,0.235379033,2020,2020_September,9.169615803,0.522964977,30.49830305,718.8885719,60.9966061,588.1815588,143.7777144,213.4881213,69.71040697
313,"(100,110]","(100,120]",100,"(105,110]",0.2344,0.21922817,4,3.5,0.4913,82,0.477101567,0.912417283,0.701834862,1,"(100,110]",30,1.095989761,1.124834583,hydrated,1,278.9,2020_September_CEME_2.4,109.5989761,0,109.5989761,-0.159,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_2.4",September,0.987,48,0.01,2020_September,33,100,2.5,2,97.43563877,2.564361235,2.4,0.4595,Dry,Painted Caves,CEME,287.9,23.5,311.4,11,41,0.2569,0.24027183,2020,2020_September,9.052445684,0.522964977,15.96510155,374.0395221,18.24583035,218.9499642,50.17603345,187.0197611,136.8437276
316,"(110,120]","(100,120]",100,"(110,115]",0.2948,0.243162452,1,3,0.62,112,0.475483871,0.906519065,0.793550532,1,"(110,120]",37,1.10312076,1.260159196,hydrated,1,290,2020_September_CEME_2.6,110.312076,0,110.312076,-0.447,EPI,"2020_September_EPI_CEME_(110,120]","2020_September_EPI_CEME_(110,120]_2.6",September,1.197,74,0.01,2020_September,50,100,10,2,87.53820656,12.46179344,2.6,0.5114,Dry,Painted Caves,CEME,283.4,20.9,304.3,15,52,0.3252,0.268237548,2020,2020_September,8.039475888,0.522964977,12.33743113,460.5974288,4.112477043,304.3233012,61.68715565,213.8488062,152.1616506
326,"(100,110]","(100,120]",100,"(100,105]",0.2754,0.277399274,2,4,0.551,132,0.499818512,0.999274311,0.999274311,1,"(100,110]",43,1.000726216,1.000726216,hydrated,1,284.4,2020_September_CEME_1.6,100.0726216,0,100.0726216,-0.491,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_1.6",September,0.909,87,0.01,2020_September,33,100,5,3,100,0,1.6,0.555,Dry,St. Marys,CEME,273.7,29.5,303.2,31,74,0.2756,0.277600726,2020,2020_September,7.155183728,0.522964977,14.41964841,475.8483974,7.209824203,313.6273528,111.7522752,266.7634955,155.0112204
332,"(100,110]","(100,120]",100,"(105,110]",0.288,0.236035206,5,3.5,0.5908,160,0.487474611,0.951122853,0.701834862,1,"(100,110]",12,1.051388889,1.124834583,hydrated,1,266.2,2020_September_CEME_2.4,105.1388889,epi wt 2: 0.4842,105.1388889,-0.159,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_2.4",September,2.125,143,0.01,2020_September,33,100,2,3,93.47053379,6.529466209,2.4,0.4842,Dry,Painted Caves,CEME,272,10.2,282.2,43,55,0.3028,0.248164794,2020,2020_September,7.965835406,0.522964977,14.82829639,677.8649777,21.18328055,605.8418239,182.1762128,233.0160861,50.83987333
336,"(100,110]","(100,120]",100,"(100,105]",0.2507,0.25005181,4,13,0.5028,104,0.498607796,0.994446648,0.793550532,1,"(100,110]",15,1.005584364,1.260159196,hydrated,1,274.1,2020_September_CEME_2.6,100.5584364,0,100.5584364,-0.447,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_2.6",September,2.56,85,0.01,2020_September,33,100,2.5,3,79.79820067,20.20179933,2.6,0.5015,Dry,Painted Caves,CEME,274.6,26,300.6,35,50,0.2521,0.25144819,2020,2020_September,10.23961233,0.522964977,51.98922578,415.9138062,15.99668486,339.9295532,139.9709925,199.9585607,59.98756821
362,"(100,110]","(100,120]",100,"(105,110]",0.2289,0.251095481,8,5,0.4713,148,0.485677912,0.944306931,0.794049159,1,"(100,110]",27,1.05897772,1.259367872,hydrated,1,293.4,2020_September_CEME_1.2,105.897772,0,105.897772,-0.394,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_1.2",September,0.394,113,0.01,2020_September,33,100,1.25,5,84.08803683,15.91196317,1.2,0.517,Dry,St. Marys,CEME,284.1,50.3,334.4,30,57,0.2424,0.265904519,2020,2020_September,8.178782569,0.522964977,19.9127439,589.4172195,31.86039024,450.0280122,119.4764634,227.0052805,107.5288171
371,"(100,110]","(100,120]",100,"(105,110]",0.2638,0.220035498,12,12,0.5437,104,0.485194041,0.942479457,0.922613065,1,"(100,110]",20,1.061031084,1.083877996,hydrated,1,267.1,2020_September_CEME_2.1,106.1031084,0,106.1031084,-0.641,EPI,"2020_September_EPI_CEME_(100,110]","2020_September_EPI_CEME_(100,110]_2.1",September,2.738,72,0.01,2020_September,33,100,0.833333333,5,97.89211405,2.107885951,2.1,0.4535,Dry,Painted Caves,CEME,274.3,120.4,394.7,16,36,0.2799,0.233464502,2020,2020_September,11.6339202,0.522964977,54.53665493,472.6510094,54.53665493,327.2199296,72.7155399,163.6099648,90.89442488
375,"(110,120]","(100,120]",100,"(115,120]",0.2281,0.237338558,12,5.5,0.4938,149,0.461927906,0.858487015,0.644219978,1,"(110,120]",27,1.164839982,1.164839982,hydrated,1,260,2020_September_CEME_2.3,116.4839982,0,116.4839982,-0.498,EPI,"2020_September_EPI_CEME_(110,120]","2020_September_EPI_CEME_(110,120]_2.3",September,0.971,110,0.01,2020_September,50,100,0.833333333,5,100,0,2.3,0.5138,Dry,Painted Caves,CEME,273.8,52.3,326.1,24,51,0.2657,0.276461442,2020,2020_September,8.688038728,0.522964977,23.17364715,627.7951681,50.56068468,463.4729429,101.1213694,214.8829099,113.7615405
9,"(130,140]","(120,140]",120,"(135,140]",0.2,0.2,1,7,0.471,92,0.42462845,0.73800738,0.32,1,"(130,140]",30,1.355,1.355,hydrated,1,265.1,2016_December_ADFA_3,135.5,0,135.5,-0.4,EPI,"2016_December_EPI_ADFA_(130,140]","2016_December_EPI_ADFA_(130,140]_3",December,0.4,61,0.61,2016_December,100,100,10,2,100,0,3,0.471,Dry,St. Marys,ADFA,271.7,16.2,287.9,14,44,0.271,0.271,2016,2016_December,9.611416367,0.505959643,35,460,5,305,70,220,150
19,"(120,130]","(120,140]",120,"(120,125]",0.191,0.227402353,1,8,0.425,131,0.449411765,0.816239316,0.175675676,1,"(120,130]",30,1.22513089,1.22513089,hydrated,1,265.1,2016_December_ADFA_1,122.513089,0,122.513089,-0.3,EPI,"2016_December_EPI_ADFA_(120,130]","2016_December_EPI_ADFA_(120,130]_1",December,0.5,100,0.61,2016_December,100,100,10,4,100,0,1,0.506,Dry,St. Marys,ADFA,276.7,11.1,287.8,15,45,0.234,0.278597647,2016,2016_December,9.735307599,0.505959643,35.17993502,576.071436,4.397491878,439.7491878,65.96237816,197.8871345,131.9247563
26,"(130,140]","(120,140]",120,"(135,140]",0.1605,0.201953642,6,14,0.3775,61,0.425165563,0.739631336,0.45480226,1,"(130,140]",5,1.352024922,1.455026455,hydrated,1,265.1,2016_December_ADFA_2,135.2024922,0,135.2024922,-0.6,EPI,"2016_December_EPI_ADFA_(130,140]","2016_December_EPI_ADFA_(130,140]_2",December,1,50,0.61,2016_December,100,100,1.666666667,5,92.92098555,7.07901445,2,0.475,Dry,St. Marys,ADFA,278.9,58.5,337.4,22,27,0.217,0.273046358,2016,2016_December,13.68535103,0.505959643,69.32283981,302.0495163,29.70978849,247.5815707,108.9358911,133.6940482,24.75815707
27,"(130,140]","(120,140]",120,"(130,135]",0.18,0.205531915,3,11,0.423,100,0.425531915,0.740740741,0.32,1,"(130,140]",21,1.35,1.355,hydrated,1,265.1,2016_December_ADFA_3,135,0,135,-0.4,EPI,"2016_December_EPI_ADFA_(130,140]","2016_December_EPI_ADFA_(130,140]_3",December,0.7,76,0.61,2016_December,100,100,3.333333333,5,99.63099631,0.36900369,3,0.483,Dry,St. Marys,ADFA,288.4,6.1,294.5,14,35,0.243,0.277468085,2016,2016_December,11.56877838,0.505959643,53.51966874,486.5424431,14.59627329,369.7722567,68.11594203,170.2898551,102.173913
74,"(120,130]","(120,140]",120,"(125,130]",0.156,0.214056818,7,8,0.352,90,0.443181818,0.795918367,0.45480226,1,"(120,130]",14,1.256410256,1.455026455,hydrated,1,265.1,2016_December_ADFA_2,125.6410256,0,125.6410256,-0.6,EPI,"2016_December_EPI_ADFA_(120,130]","2016_December_EPI_ADFA_(120,130]_2",December,4.5,69,0.61,2016_December,100,100,1.428571429,13,86.34965032,13.65034968,2,0.483,Dry,St. Marys,ADFA,275.9,42.1,318,12,26,0.196,0.268943182,2016,2016_December,12.43092712,0.505959643,37.37325476,420.4491161,32.70159792,322.3443223,56.05988215,121.463078,65.40319584
163,"(120,130]","(120,140]",120,"(120,125]",0.3617,0.231777722,7,5,0.799,171,0.452690864,0.82712097,0.61570997,1,"(120,130]",60,1.209012994,1.237289451,hydrated,1,278.8,2019_December_CEME_5,120.9012994,0,120.9012994,-0.25,EPI,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,130]_5",December,0.25,104,3.69,2019_December,86,100,1.428571429,1,97.71464495,2.285355054,5,0.512,Wet,St. Marys,CEME,283.6,28.7,312.3,3,63,0.4373,0.280222278,2019,2019_December,7.844707349,0.522964977,21.57239252,737.7758242,30.20134953,448.7057644,12.94343551,271.8121458,258.8687103
165,"(120,130]","(120,140]",120,"(120,125]",0.6442,0.27534499,1,5,1.4412,113,0.446988621,0.808281054,0.61570997,1,"(120,130]",40,1.237289451,1.237289451,hydrated,1,278.8,2019_December_CEME_5,123.7289451,0,123.7289451,-0.25,EPI,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,130]_5",December,1.92,72,3.69,2019_December,86,100,10,2,100,0,5,0.616,Wet,St. Marys,CEME,276.7,6.3,283,9,49,0.797,0.34065501,2019,2019_December,8.72561572,0.522964977,18.15903749,410.3942472,3.631807497,261.4901398,32.68626747,177.9585674,145.2722999
179,"(120,130]","(120,140]",120,"(120,125]",0.3073,0.19902617,1,2,0.684,129,0.449269006,0.815552017,0.326428333,1,"(120,130]",46,1.226254407,1.480726086,hydrated,1,278.8,2019_December_CEME_8,122.6254407,0,122.6254407,-0.317,EPI,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,130]_8",December,6.9,82,3.69,2019_December,86,100,10,5,82.81439887,17.18560113,8,0.443,Wet,St. Marys,CEME,272.1,8.9,281,7,53,0.3768,0.24397383,2019,2019_December,7.730431939,0.522964977,10.04892977,648.15597,5.024464883,412.0061204,35.17125418,266.2966388,231.1253846
180,"(120,130]","(120,140]",120,"(120,125]",0.2674,0.226488785,10,9,0.5974,149,0.447606294,0.81030303,0.51950188,1,"(120,130]",28,1.234106208,1.234106208,hydrated,1,278.8,2019_December_CEME_9,123.4106208,0,123.4106208,-0.362,EPI,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,130]_9",December,3.36,111,3.69,2019_December,86,100,1,5,100,0,9,0.506,Wet,St. Marys,CEME,262.3,27.4,289.7,16,44,0.33,0.279511215,2019,2019_December,10.0449422,0.522964977,39.73706694,657.8692193,44.1522966,490.0904923,70.64367456,194.270105,123.6264305
197,"(120,130]","(120,140]",120,"(120,125]",0.2698,0.308253638,4,13,0.6048,187,0.446097884,0.805373134,0.220500596,1,"(120,130]",41,1.241890639,1.326370757,hydrated,1,278.8,2019_December_CEME_7,124.1890639,0,124.1890639,-0.043,EPI,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,130]_7",December,4.59,142,3.69,2019_December,86,100,2.5,8,93.63073126,6.36926874,7,0.691,Wet,St. Marys,CEME,273.9,2.3,276.2,20,61,0.335,0.382746362,2019,2019_December,9.411408393,0.522964977,42.17306275,606.6432873,12.976327,460.6596085,64.881635,197.8889868,133.0073518
199,"(120,130]","(120,140]",120,"(120,125]",0.1688,0.238725066,5,10.5,0.379,119,0.445382586,0.803044719,0.367606193,1,"(120,130]",47,1.245260664,1.313260941,hydrated,1,278.8,2019_December_CEME_1,124.5260664,0,124.5260664,-0.163,EPI,"2019_December_EPI_CEME_(120,130]","2019_December_EPI_CEME_(120,130]_1",December,3.15,67,3.69,2019_December,86,100,2,9,94.82202852,5.177971481,1,0.536,Wet,St. Marys,CEME,282.3,19.1,301.4,8,55,0.2102,0.297274934,2019,2019_December,9.397161956,0.522964977,43.98365106,498.4813787,20.94459574,280.6575829,33.51135319,230.3905532,196.8792
218,"(130,140]","(120,140]",120,"(135,140]",0.1793,0.195231204,2,7,0.4243,130,0.422578364,0.731836735,0.478717201,1,"(130,140]",36,1.366424986,1.479640844,hydrated,1,278.8,2019_December_CEME_4,136.6424986,0,136.6424986,-0.58,EPI,"2019_December_EPI_CEME_(130,140]","2019_December_EPI_CEME_(130,140]_4",December,6.48,92,3.69,2019_December,50,100,5,11,92.34842303,7.651576966,4,0.462,Wet,St. Marys,CEME,256.4,-3.2,253.2,13,49,0.245,0.266768796,2019,2019_December,9.169615803,0.522964977,35.85492403,665.8771606,10.24426401,471.2361444,66.58771606,250.9844682,184.3967522
226,"(130,140]","(120,140]",120,"(130,135]",0.2405,0.198134342,5,7,0.562,137,0.427935943,0.748055988,0.698492462,1,"(130,140]",29,1.336798337,1.431654676,hydrated,1,278.8,2019_December_CEME_3,133.6798337,0,133.6798337,-0.263,EPI,"2019_December_EPI_CEME_(130,140]","2019_December_EPI_CEME_(130,140]_3",December,6.52,103,3.69,2019_December,50,100,2,13,93.37435622,6.625643781,3,0.463,Wet,St. Marys,CEME,258.7,16.1,274.8,15,44,0.3215,0.264865658,2019,2019_December,9.611416367,0.522964977,35.32956449,691.4500478,25.23540321,519.849306,75.70620962,222.0715482,146.3653386
251,"(120,130]","(120,140]",120,"(120,125]",0.2296,0.234532813,8,16.5,0.512,116,0.4484375,0.813031161,0.397994467,1,"(120,130]",19,1.229965157,1.45081266,hydrated,1,278.8,2020_January_CEME_4,122.9965157,0,122.9965157,-0.312,EPI,"2020_January_EPI_CEME_(120,130]","2020_January_EPI_CEME_(120,130]_4",January,5.5,89,5.82,2020_January,25,100,1.25,5,84.77766916,15.22233084,4,0.523,Wet,St. Marys,CEME,277.8,-9.6,268.2,11,30,0.2824,0.288467188,2020,2020_January,13.56064559,0.522964977,70.35262923,494.6003025,34.11036569,379.4778183,46.90175282,127.9138713,81.01211851
261,"(130,140]","(120,140]",120,"(130,135]",0.2358,0.231800474,11,7.5,0.5483,140,0.430056538,0.75456,0.337237237,1,"(130,140]",44,1.325275657,1.416280864,hydrated,1,278.8,2020_January_CEME_2,132.5275657,0,132.5275657,-0.38,EPI,"2020_January_EPI_CEME_(130,140]","2020_January_EPI_CEME_(130,140]_2",January,4,85,5.82,2020_January,100,100,0.909090909,9,93.57435313,6.425646869,2,0.539,Wet,St. Marys,CEME,269.1,-0.2,268.9,29,73,0.3125,0.307199526,2020,2020_January,7.858176344,0.522964977,32.35541267,603.9677032,47.45460525,366.6946769,125.1075957,314.9260167,189.818421
263,"(120,130]","(120,140]",120,"(120,125]",0.2297,0.208939942,2,7,0.5145,95,0.446452867,0.806530899,0.125366876,1,"(120,130]",22,1.240148051,1.466992665,hydrated,1,278.8,2020_January_CEME_5,124.0148051,0,124.0148051,-0.467,EPI,"2020_January_EPI_CEME_(120,130]","2020_January_EPI_CEME_(120,130]_5",January,3.5,71,5.82,2020_January,25,100,5,9,84.53675881,15.46324119,5,0.468,Wet,St. Marys,CEME,274.5,23.4,297.9,28,50,0.2848,0.259060058,2020,2020_January,9.089738261,0.522964977,33.50245024,454.6761104,9.57212864,339.8105667,134.009801,239.303216,105.293415
295,"(120,130]","(120,140]",120,"(125,130]",0.2387,0.223479833,9,8,0.5395,171,0.44244671,0.793550532,0.793550532,1,"(120,130]",51,1.260159196,1.260159196,hydrated,1,284,2020_September_CEME_2.6,126.0159196,0,126.0159196,-0.447,EPI,"2020_September_EPI_CEME_(120,130]","2020_September_EPI_CEME_(120,130]_2.6",September,0.447,111,0.01,2020_September,50,100,1.111111111,1,100,0,2.6,0.5051,Dry,Painted Caves,CEME,276.2,21.6,297.8,16,67,0.3008,0.281620167,2020,2020_September,8.223761929,0.522964977,35.79741351,765.1697138,40.2720902,496.6891125,71.59482702,299.8033382,228.2085111
334,"(120,130]","(120,140]",120,"(125,130]",0.2397,0.22764854,10,9,0.541,89,0.443068392,0.795552605,0.795552605,1,"(120,130]",18,1.256987902,1.256987902,hydrated,1,265.6,2020_September_CEME_2.5,125.6987902,0,125.6987902,-0.328,EPI,"2020_September_EPI_CEME_(120,130]","2020_September_EPI_CEME_(120,130]_2.5",September,1.27,61,0.01,2020_September,50,100,1,3,100,0,2.5,0.5138,Dry,Painted Caves,CEME,283.8,63.9,347.7,22,40,0.3013,0.28615146,2020,2020_September,10.4776474,0.522964977,39.53462654,390.9535291,43.92736282,267.9569132,96.6401982,175.7094513,79.06925307
364,"(120,130]","(120,140]",120,"(125,130]",0.2311,0.23243071,3,5,0.521,99,0.443570058,0.797171438,0.797171438,1,"(120,130]",23,1.254435309,1.254435309,hydrated,1,321.7,2020_September_CEME_1.3,125.4435309,0,125.4435309,-0.597,EPI,"2020_September_EPI_CEME_(120,130]","2020_September_EPI_CEME_(120,130]_1.3",September,1.02,73,0.01,2020_September,50,100,3.333333333,5,100,0,1.3,0.524,Dry,St. Marys,CEME,281.6,48.9,330.5,38,61,0.2899,0.29156929,2020,2020_September,7.950005434,0.522964977,21.5117873,425.9333886,12.90707238,314.0720946,163.4895835,262.4438051,98.9542216
406,"(120,130]","(120,140]",120,"(125,130]",0.3069,0.226966138,14,13.25,0.6934,150,0.442601673,0.794049159,0.794049159,1,"(120,130]",11,1.259367872,1.259367872,hydrated,1,265.4,2020_September_CEME_1.2,125.9367872,0,125.9367872,-0.394,EPI,"2020_September_EPI_CEME_(120,130]","2020_September_EPI_CEME_(120,130]_1.2",September,7.034,125,0.01,2020_September,50,100,0.714285714,7,100,0,1.2,0.5128,Dry,St. Marys,CEME,277.3,79.2,356.5,15,26,0.3865,0.285833862,2020,2020_September,13.7468349,0.522964977,58.37875255,660.8915383,61.68321024,550.7429486,66.08915383,114.5545333,48.46537948
8,"(140,150]","(140,160]",140,"(145,150]",0.189,0.217105603,2,8,0.464,84,0.407327586,0.687272727,0.45480226,1,"(140,150]",24,1.455026455,1.455026455,hydrated,1,265.1,2016_December_ADFA_2,145.5026455,0,145.5026455,-0.6,EPI,"2016_December_EPI_ADFA_(140,150]","2016_December_EPI_ADFA_(140,150]_2",December,0.6,58,0.61,2016_December,100,100,5,2,100,0,2,0.533,Dry,St. Marys,ADFA,274.1,29.7,305.95,10,34,0.275,0.315894397,2016,2016_December,11.02743535,0.505959643,36.84842709,386.9084845,9.212106773,267.1510964,46.06053387,156.6058151,110.5452813
168,"(140,150]","(140,160]",140,"(145,150]",0.2395,0.225867295,12,13,0.5938,114,0.403334456,0.675980807,0.478717201,1,"(140,150]",32,1.479640844,1.479640844,hydrated,1,278.8,2019_December_CEME_4,147.9640844,0,147.9640844,-0.58,EPI,"2019_December_EPI_CEME_(140,150]","2019_December_EPI_CEME_(140,150]_4",December,2.98,70,3.69,2019_December,60,100,0.833333333,3,100,0,4,0.56,Wet,St. Marys,CEME,265.7,7.9,273.6,23,55,0.3543,0.334132705,2019,2019_December,9.82969321,0.522964977,57.55592007,504.7211452,53.1285416,309.9164927,101.8297047,243.5058157,141.6761109
203,"(140,150]","(140,160]",140,"(140,145]",0.1763,0.25869436,19,5,0.4273,136,0.412590686,0.702390438,0.54358655,1,"(140,150]",26,1.423709586,1.423709586,hydrated,1,278.8,2019_December_CEME_6,142.3709586,0,142.3709586,-0.31,EPI,"2019_December_EPI_CEME_(140,150]","2019_December_EPI_CEME_(140,150]_6",December,5.12,91,3.69,2019_December,60,100,0.526315789,9,100,0,6,0.627,Wet,St. Marys,CEME,272.4,24.4,296.8,23,49,0.251,0.36830564,2019,2019_December,8.72561572,0.522964977,19.32782764,525.7169118,73.44574503,351.766463,88.90800714,189.4127109,100.5047037
224,"(140,150]","(140,160]",140,"(140,145]",0.278,0.215902367,10,11,0.676,127,0.411242604,0.698492462,0.698492462,1,"(140,150]",19,1.431654676,1.431654676,hydrated,1,278.8,2019_December_CEME_3,143.1654676,0,143.1654676,-0.263,EPI,"2019_December_EPI_CEME_(140,150]","2019_December_EPI_CEME_(140,150]_3",December,4.1,98,3.69,2019_December,60,100,1,12,100,0,3,0.525,Wet,St. Marys,CEME,297.8,63.1,360.9,15,34,0.398,0.309097633,2019,2019_December,11.71990345,0.522964977,50.94895512,588.2288455,46.31723193,453.9088729,69.47584789,157.4785886,88.00274066
244,"(140,150]","(140,160]",140,"(145,150]",0.2659,0.216482086,2,8,0.6559,118,0.405397164,0.681794872,0.125366876,1,"(140,150]",30,1.466992665,1.466992665,hydrated,1,278.8,2020_January_CEME_5,146.6992665,0,146.6992665,-0.467,EPI,"2020_January_EPI_CEME_(140,150]","2020_January_EPI_CEME_(140,150]_5",January,2.1,86,5.82,2020_January,67,100,5,3,100,0,5,0.534,Wet,St. Marys,CEME,271.9,4.9,276.8,22,52,0.39,0.317517914,2020,2020_January,9.142513261,0.522964977,36.95455896,545.0797447,9.238639741,397.2615089,101.6250372,240.2046333,138.5795961
