Observation_ID,Observation_Date,Observation_Time,Plant_Nickname,Phenophase_Status,Abundance_Category,Abundance_Category_Value,Raw_Abundance_Value,Category,Phenophase_Name,Scientific_Name,Common_Name,Latitude,Longitude,Site_Name,Elevation,Observation_Comments,Network
25751772,2021-04-23,02:12:00 PM,CECO 2.2,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"25 sq m",NULL
25751773,2021-04-23,02:12:00 PM,CECO 2.2,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"25 sq m",NULL
25751774,2021-04-23,02:12:00 PM,CECO 2.2,No,"How many fruits are present?",,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"25 sq m",NULL
25751775,2021-04-23,02:12:00 PM,CECO 2.2,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"25 sq m",NULL
25751776,2021-04-23,02:12:00 PM,CECO 2.2,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"25 sq m",NULL
25751777,2021-04-23,02:12:00 PM,ABCO 2.1,Yes,"How many buds are breaking?","11 to 100",NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751778,2021-04-23,02:12:00 PM,ABCO 2.1,Yes,"How many young needles are present?","More than 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751779,2021-04-23,02:12:00 PM,ABCO 2.1,Yes,"How many fresh pollen cones are present?","1,001 to 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751780,2021-04-23,02:12:00 PM,ABCO 2.1,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751781,2021-04-23,02:12:00 PM,ABCO 2.1,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751782,2021-04-23,02:12:00 PM,ABCO 2.1,?,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751783,2021-04-23,02:12:00 PM,ABCO 2.1,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751784,2021-04-23,02:12:00 PM,ABCO 2.1,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"44 dbh",NULL
25751785,2021-04-23,02:12:00 PM,CADE 2.1,Yes,"How many fresh pollen cones are present?","1,001 to 10,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"82 dbh",NULL
25751786,2021-04-23,02:12:00 PM,CADE 2.1,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","75-94%",NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"82 dbh",NULL
25751787,2021-04-23,02:12:00 PM,CADE 2.1,Yes,"How much pollen is released?","Little",NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"82 dbh",NULL
25751788,2021-04-23,02:12:00 PM,CADE 2.1,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"82 dbh",NULL
25751789,2021-04-23,02:12:00 PM,CADE 2.1,Yes,"How many seed cones are ripe?","101 to 1,000",NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"82 dbh",NULL
25751790,2021-04-23,02:12:00 PM,CADE 2.1,Yes,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?","1,001 to 10,000",NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"82 dbh",NULL
25751791,2021-04-23,02:12:00 PM,ARPA 2.1,Yes,"How many buds are breaking?","3 to 10",NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"20 m ",NULL
25751792,2021-04-23,02:12:00 PM,ARPA 2.1,Yes,"How many young leaves are present?","11 to 100",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"20 m ",NULL
25751793,2021-04-23,02:12:00 PM,ARPA 2.1,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"20 m ",NULL
25751794,2021-04-23,02:12:00 PM,ARPA 2.1,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"20 m ",NULL
25751795,2021-04-23,02:12:00 PM,ARPA 2.1,No,"How many fruits are present?",,NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"20 m ",NULL
25751796,2021-04-23,02:12:00 PM,ARPA 2.1,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"20 m ",NULL
25751797,2021-04-23,02:12:00 PM,ARPA 2.1,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"20 m ",NULL
25751798,2021-04-23,02:12:00 PM,CECO 2.1,Yes,"How many young leaves are present?","11 to 100",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"14",NULL
25751799,2021-04-23,02:12:00 PM,CECO 2.1,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"14",NULL
25751800,2021-04-23,02:12:00 PM,CECO 2.1,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"14",NULL
25751801,2021-04-23,02:12:00 PM,CECO 2.1,No,"How many fruits are present?",,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"14",NULL
25751802,2021-04-23,02:12:00 PM,CECO 2.1,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"14",NULL
25751803,2021-04-23,02:12:00 PM,CECO 2.1,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"14",NULL
25751804,2021-04-23,02:12:00 PM,CADE 2.2,Yes,"How many fresh pollen cones are present?","1,001 to 10,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"67 (check with joe)",NULL
25751805,2021-04-23,02:12:00 PM,CADE 2.2,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","25-49%",NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"67 (check with joe)",NULL
25751806,2021-04-23,02:12:00 PM,CADE 2.2,Yes,"How much pollen is released?","Some",NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"67 (check with joe)",NULL
25751807,2021-04-23,02:12:00 PM,CADE 2.2,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"67 (check with joe)",NULL
25751808,2021-04-23,02:12:00 PM,CADE 2.2,Yes,"How many seed cones are ripe?","11 to 100",NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"67 (check with joe)",NULL
25751809,2021-04-23,02:12:00 PM,CADE 2.2,Yes,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?","1,001 to 10,000",NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"67 (check with joe)",NULL
25751810,2021-04-23,02:12:00 PM,ARPA 2.2,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"1 m square",NULL
25751811,2021-04-23,02:12:00 PM,ARPA 2.2,Yes,"How many young leaves are present?","11 to 100",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"1 m square",NULL
25751812,2021-04-23,02:12:00 PM,ARPA 2.2,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"1 m square",NULL
25751813,2021-04-23,02:12:00 PM,ARPA 2.2,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","5-24%",NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"1 m square",NULL
25751814,2021-04-23,02:12:00 PM,ARPA 2.2,No,"How many fruits are present?",,NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"1 m square",NULL
25751815,2021-04-23,02:12:00 PM,ARPA 2.2,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"1 m square",NULL
25751816,2021-04-23,02:12:00 PM,ARPA 2.2,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"1 m square",NULL
25751817,2021-04-23,02:12:00 PM,CECO 2.5,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"5.5 m sq",NULL
25751818,2021-04-23,02:12:00 PM,CECO 2.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","1,001 to 10,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"5.5 m sq",NULL
25751819,2021-04-23,02:12:00 PM,CECO 2.5,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"5.5 m sq",NULL
25751820,2021-04-23,02:12:00 PM,CECO 2.5,No,"How many fruits are present?",,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"5.5 m sq",NULL
25751821,2021-04-23,02:12:00 PM,CECO 2.5,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"5.5 m sq",NULL
25751822,2021-04-23,02:12:00 PM,CECO 2.5,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,"5.5 m sq",NULL
25751823,2021-04-23,02:12:00 PM,ARPA 2.5,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"3 m2",NULL
25751824,2021-04-23,02:12:00 PM,ARPA 2.5,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"3 m2",NULL
25751825,2021-04-23,02:12:00 PM,ARPA 2.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"3 m2",NULL
25751826,2021-04-23,02:12:00 PM,ARPA 2.5,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","75-94%",NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"3 m2",NULL
25751827,2021-04-23,02:12:00 PM,ARPA 2.5,No,"How many fruits are present?",,NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"3 m2",NULL
25751828,2021-04-23,02:12:00 PM,ARPA 2.5,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"3 m2",NULL
25751829,2021-04-23,02:12:00 PM,ARPA 2.5,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,"3 m2",NULL
25751830,2021-04-23,02:12:00 PM,CADE 2.5,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"DBH: 55 cm",NULL
25751831,2021-04-23,02:12:00 PM,CADE 2.5,Yes,"How many seed cones are ripe?","11 to 100",NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"DBH: 55 cm",NULL
25751832,2021-04-23,02:12:00 PM,CADE 2.5,Yes,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?","101 to 1,000",NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,"DBH: 55 cm",NULL
25751833,2021-04-23,02:12:00 PM,ABCO 2.2.,Yes,"How many buds are breaking?","1,001 to 10,000",NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
25751834,2021-04-23,02:12:00 PM,ABCO 2.2.,Yes,"How many young needles are present?","More than 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
25751835,2021-04-23,02:12:00 PM,ABCO 2.2.,Yes,"How many fresh pollen cones are present?","More than 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
25751836,2021-04-23,02:12:00 PM,ABCO 2.2.,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
25751837,2021-04-23,02:12:00 PM,ABCO 2.2.,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
25751838,2021-04-23,02:12:00 PM,ABCO 2.2.,Yes,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
25751839,2021-04-23,02:12:00 PM,ABCO 2.2.,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
25751840,2021-04-23,02:12:00 PM,ABCO 2.2.,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,"Mature in full sun, dbh: 48 cm",NULL
